case,family,root,phase,mechanics,replay_equal,cross_equal,checks_pass,failed,quiescent,ceiling,physical_work,updates,proposals,cell_proposals,arrow_deallocations,cell_deallocations,trace_len,final_tick,body_hash,live_hash,markers
113,irrelevant_negative_not_retained,8200001,2,reference,true,false,true,,true,false,72,2,20,10,6,3,89,16,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,0eb0d09db95b36cc702560bc165b41d319bdcc4baf00f4207bdb4fb93b68c9fe,useful_live=true;others_gone=true;fires=1/1
113,irrelevant_negative_not_retained,8200001,2,production,true,false,true,,true,false,72,2,20,10,6,3,89,16,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,8d2b2c7fc3b54cab5a2d05deb6676431de35cf08a075e1779bc6a66c6f19afc6,useful_live=true;others_gone=true;fires=1/1
114,useful_positive_selection_control,8200001,2,reference,true,false,true,,true,false,21,2,4,2,2,1,27,14,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,bd2c5a83a2dbd30d2d46a89ef34791c49c9eccd553bbc07d4a0642fd7d4929dc,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
114,useful_positive_selection_control,8200001,2,production,true,false,true,,true,false,21,2,4,2,2,1,27,14,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,3773a38cb24722fda1daa63c99d2710180ea1ad256367ad3b98ab491b61b2351,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
115,learned_negative_disconnected,8200001,2,reference,true,false,true,,false,true,128,2,20,10,18,9,172,28,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,7a13a50c34896b3e08fed440e36098ca90ab9da607124c57bc3c3027c71bc3d3,disconnected=true;ceiling=true
115,learned_negative_disconnected,8200001,2,production,true,false,true,,false,true,128,2,20,10,18,9,172,28,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,3d44fcc2c01e2a2e1156af734ad6c0648e06b551022e7fc3796d9c824eea08ea,disconnected=true;ceiling=true
116,learned_negative_not_traversed,8200001,2,reference,true,false,true,,false,true,112,2,16,8,14,7,156,33,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,ebea36914ec0c812a83a8696019c26484f103f18208b3d54b88c8f38a6cb4d04,contact_fires=0
116,learned_negative_not_traversed,8200001,2,production,true,false,true,,false,true,112,2,16,8,14,7,156,33,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,1a86c35a9673d1f5321a52fbd6642bab6356431207526ca669a7bc4dd67a9c05,contact_fires=0
117,fresh_recurrence_packing,8200001,2,reference,true,false,true,,true,false,46,2,12,6,2,1,59,16,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,ce94d262231fc20a4708d996b2a2228fad70cc49ad186ec3f7ffa17fdebe46d1,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
117,fresh_recurrence_packing,8200001,2,production,true,false,true,,true,false,46,2,12,6,2,1,59,16,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,5cadf9c1d31e7418e2f1ebf2ad485922f99d4a852bd562446b29673c1b8c6b9c,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
118,learned_negative_stabilizes,8200001,3,reference,true,false,true,,true,false,46,2,12,6,2,1,59,17,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,8334c620253caea71405d73a10588bc2a463ad4d56928c155621218085c6c932,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
118,learned_negative_stabilizes,8200001,3,production,true,false,true,,true,false,46,2,12,6,2,1,59,17,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,a3ca968a8688b59aab8f19be4c80618a50300ab57e5b6a5917da86c720074d57,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
119,no_modulation_no_selection,8200001,3,reference,true,false,true,,false,true,91,0,8,4,8,4,141,54,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,66e198572fbf038fe9bcc391a9627d0e8eccb3cfad5023e396f6e95ad6a8a3ca,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
119,no_modulation_no_selection,8200001,3,production,true,false,true,,false,true,91,0,8,4,8,4,141,54,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,099af4baac554b6ab14ab92f54da076d75e2480154df31b8d1a8e09778f4379f,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
120,candidate_identity_sign_order_permutation,8200001,3,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,17,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,549ab47f0d6c73665474e80de47c9f20fbeb3b28e2f590b9472e328ccd9ef91d,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
120,candidate_identity_sign_order_permutation,8200001,3,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,17,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,c73faea88f333aeb535466c65e5cccd4e8a1ff0df1647441b6766b087dde7919,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
121,inhibitory_location_permutation,8200001,3,reference,true,false,true,,true,false,46,2,12,6,2,1,59,17,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,b4884835c1190c1d55e5dc12a5a3457c1dc05a908158edce211b6cc93c66ebca,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
121,inhibitory_location_permutation,8200001,3,production,true,false,true,,true,false,46,2,12,6,2,1,59,17,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,b63f00db3cea59e8eb1b156ee2b5b6c1dbe189d06b049909cb1b3c59a9c448eb,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
122,irrelevant_negative_not_retained,8200001,3,reference,true,false,true,,true,false,72,2,20,10,6,3,89,17,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,63494051aa176d8e25e9aabbdfd933d2dde7243653c667e74f44d28d51b5eb57,useful_live=true;others_gone=true;fires=1/1
122,irrelevant_negative_not_retained,8200001,3,production,true,false,true,,true,false,72,2,20,10,6,3,89,17,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,548985ae6627fa8da98ffb81cbe0da707c5dbe40efaa6ce12c85f8c704bc34a4,useful_live=true;others_gone=true;fires=1/1
123,useful_positive_selection_control,8200001,3,reference,true,false,true,,true,false,21,2,4,2,2,1,27,15,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,e4d22ac5550c25be45b1c8682d3463620e4174e2d7596899d4d012039a98c5ed,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
123,useful_positive_selection_control,8200001,3,production,true,false,true,,true,false,21,2,4,2,2,1,27,15,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,092c7e57d8cb140a9390fe8e5099b642d2aa3c9caf10ed3d449d0ecfe3e1b645,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
124,learned_negative_disconnected,8200001,3,reference,true,false,true,,false,true,128,2,20,10,18,9,172,29,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,f925fe13ac08920f4f5b62c2a35cb7484aec9be1696b8e1e6eb06ba35ec0e2c4,disconnected=true;ceiling=true
124,learned_negative_disconnected,8200001,3,production,true,false,true,,false,true,128,2,20,10,18,9,172,29,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,988932371145cb70fd0affaa99e5471bd4bd7f7f754f4047c52dc7b2fa4fcbc4,disconnected=true;ceiling=true
125,learned_negative_not_traversed,8200001,3,reference,true,false,true,,false,true,112,2,16,8,14,7,156,34,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,98c70ee30e140c2de554928c2d54782ba665e54537dc0c00b27283aab42a91a4,contact_fires=0
125,learned_negative_not_traversed,8200001,3,production,true,false,true,,false,true,112,2,16,8,14,7,156,34,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,9d5d162da6181576757d663ad3a43b8cbaca156f3fe81ad1e1a4bcf734f678b8,contact_fires=0
126,fresh_recurrence_packing,8200001,3,reference,true,false,true,,true,false,46,2,12,6,2,1,59,17,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,bd284072f7652a5705b0f64c2382a24e1ee95eed55e2b01a61c14bf0ccdc325e,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
126,fresh_recurrence_packing,8200001,3,production,true,false,true,,true,false,46,2,12,6,2,1,59,17,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,1f173e9468e87aa0c37a9a5427b73067d62f2b360d39c415af4e8a0a134b8e63,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
127,learned_negative_stabilizes,8200001,4,reference,true,false,true,,true,false,46,2,12,6,2,1,59,18,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,7b12150d8c00fe835188a5eb414cf556fb1431146409b68e952b184eca467371,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
127,learned_negative_stabilizes,8200001,4,production,true,false,true,,true,false,46,2,12,6,2,1,59,18,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,6f7ad7b8a3c5b51e28500e908a16abf65e714d5f2589b34aaa0fa283f1bb7e67,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
128,no_modulation_no_selection,8200001,4,reference,true,false,true,,false,true,91,0,8,4,8,4,141,55,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,51fe9a7d5d77b8dc391ab3b32094a748f247ede9afcba4ac0a75b6f2b8d449f7,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
128,no_modulation_no_selection,8200001,4,production,true,false,true,,false,true,91,0,8,4,8,4,141,55,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,b1b2c5b7c332308e41144259fa3e5b9e5c495c05c5e304cbc8a92204fa1f4b23,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
129,candidate_identity_sign_order_permutation,8200001,4,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,18,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,ebdd70757cdc545219c2eb89abfc332458f843ff2826c9eaa1feb98e67ee9528,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
129,candidate_identity_sign_order_permutation,8200001,4,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,18,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,ec2fe7def83c114af6de1eee92fabd352b2192b51e4ecd2ddbf7b9e0c48baec4,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
130,inhibitory_location_permutation,8200001,4,reference,true,false,true,,true,false,46,2,12,6,2,1,59,18,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,21c8b4e3a61b1f874464164fffa70dcab9d557b3b7788de797565778edccb527,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
130,inhibitory_location_permutation,8200001,4,production,true,false,true,,true,false,46,2,12,6,2,1,59,18,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,2c799eb07d4173a068da74ed2efbb37659060a780c1185ddd09be18995992e7a,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
131,irrelevant_negative_not_retained,8200001,4,reference,true,false,true,,true,false,72,2,20,10,6,3,89,18,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,5161fbb3295b189fdfb9e081be57148c4ee83b1a67e9c811f2f294454322a501,useful_live=true;others_gone=true;fires=1/1
131,irrelevant_negative_not_retained,8200001,4,production,true,false,true,,true,false,72,2,20,10,6,3,89,18,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,d411ef60a34d6a65911919235ef13a3aeddf0eacdb22a0545d8eb5bae539143f,useful_live=true;others_gone=true;fires=1/1
132,useful_positive_selection_control,8200001,4,reference,true,false,true,,true,false,21,2,4,2,2,1,27,16,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,9afe86775529f5d9869cf5dbc6acfbdbb7a2b31dcb28d6988a22db6dd9ae211c,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
132,useful_positive_selection_control,8200001,4,production,true,false,true,,true,false,21,2,4,2,2,1,27,16,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,6779a290bed89a422722a932d621473d0482e7ada12f2755745dde58efe0b84e,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
133,learned_negative_disconnected,8200001,4,reference,true,false,true,,false,true,128,2,20,10,18,9,172,30,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,4e0232b2b04fe0f3aa094a6fae9464ac5160a8cfbe62c98a9ee0f677fd5af4d2,disconnected=true;ceiling=true
133,learned_negative_disconnected,8200001,4,production,true,false,true,,false,true,128,2,20,10,18,9,172,30,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,2d950628558c70dd69305e2588dea9480b16abdd87b6a62e78c6af9b39843ccd,disconnected=true;ceiling=true
134,learned_negative_not_traversed,8200001,4,reference,true,false,true,,false,true,112,2,16,8,14,7,156,35,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,cadda8c0dd59c13d7974c568cc12d7279fa1bf1359f9acbfa0fbc8f4b8ce242d,contact_fires=0
134,learned_negative_not_traversed,8200001,4,production,true,false,true,,false,true,112,2,16,8,14,7,156,35,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,8d8a616e3b75fcc9226212f8ff63a9cb3c52fde4a6469ab9174b0f8682f2a5cd,contact_fires=0
135,fresh_recurrence_packing,8200001,4,reference,true,false,true,,true,false,46,2,12,6,2,1,59,18,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,e091aa637dab656574e941004857792eda148bd2208c03e40738261fd1fdb0ee,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
135,fresh_recurrence_packing,8200001,4,production,true,false,true,,true,false,46,2,12,6,2,1,59,18,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,05afed50052c92a50f3cb34f5148c9fd6587cce07d42192649cef27ffb533b72,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
136,learned_negative_stabilizes,8200001,5,reference,true,false,true,,true,false,46,2,12,6,2,1,59,19,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,ea40ca4126912114e34c3cb3f13a72400d54c2e45229295541a7bc1fbe2d9d1f,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
136,learned_negative_stabilizes,8200001,5,production,true,false,true,,true,false,46,2,12,6,2,1,59,19,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,7a675987f1defb7ffd4fafa3c32b685c950fa97574a8da32bb475f0718b6a831,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
137,no_modulation_no_selection,8200001,5,reference,true,false,true,,false,true,91,0,8,4,8,4,141,56,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,2ad4ceb38db9d6f346d1d932b940306095b3d813b5438debdd4f7cf3e215f55f,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
137,no_modulation_no_selection,8200001,5,production,true,false,true,,false,true,91,0,8,4,8,4,141,56,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,b84d853607ec121e63ec895184e7d85a86af8584f5a62751ecf7c3c46df7ccf1,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
138,candidate_identity_sign_order_permutation,8200001,5,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,19,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,14d91ecd87fc3b38baabadaacf187f876d313f861dfb662b7f687afdf18d6329,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
138,candidate_identity_sign_order_permutation,8200001,5,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,19,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,6bd9d478f29a33700dd304add39e4f58270027fcbc61f3f54a68f1d065390598,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
139,inhibitory_location_permutation,8200001,5,reference,true,false,true,,true,false,46,2,12,6,2,1,59,19,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,257ad4d4a3914242ee7caee649ac1a5be1ef2754d2f1300fa3286a15a34ba1ba,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
139,inhibitory_location_permutation,8200001,5,production,true,false,true,,true,false,46,2,12,6,2,1,59,19,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,96683ffc02615d331ff990f828f3c495ae20d4e46778900adaaf744da9443dc1,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
140,irrelevant_negative_not_retained,8200001,5,reference,true,false,true,,true,false,72,2,20,10,6,3,89,19,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,05aa25f88bf03ff37fb61103852148cf118c58afc6461026a5115c7e0b7b45cd,useful_live=true;others_gone=true;fires=1/1
140,irrelevant_negative_not_retained,8200001,5,production,true,false,true,,true,false,72,2,20,10,6,3,89,19,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,e977b1f1305b074c61fa7a79d1bcbc50f3a5bad26ffacab2755581c08b7bc12d,useful_live=true;others_gone=true;fires=1/1
141,useful_positive_selection_control,8200001,5,reference,true,false,true,,true,false,21,2,4,2,2,1,27,17,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,6f11b15e31f790049961243a2b2dbe0e4397a19f58e38e38d16ba4c4ca710aab,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
141,useful_positive_selection_control,8200001,5,production,true,false,true,,true,false,21,2,4,2,2,1,27,17,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,0ae1a5b7f9404b3d854c655389019b3998a5a786d8c7c7e5509b7467b1d34c65,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
142,learned_negative_disconnected,8200001,5,reference,true,false,true,,false,true,128,2,20,10,18,9,172,31,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,cc88a2cdc783b4760640b17cc3ec156dfd17c1fb457e48c0b82bcb74207ef0f3,disconnected=true;ceiling=true
142,learned_negative_disconnected,8200001,5,production,true,false,true,,false,true,128,2,20,10,18,9,172,31,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,0fdbc52a7d14b846c515ac68970aa8ca94f01f13f81d886a41255adbf99a7049,disconnected=true;ceiling=true
143,learned_negative_not_traversed,8200001,5,reference,true,false,true,,false,true,112,2,16,8,14,7,156,36,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,d39c64daebaf35f402cba73d8eeb2d46c00e36dac3b6ac1c245ac84ae72d424f,contact_fires=0
143,learned_negative_not_traversed,8200001,5,production,true,false,true,,false,true,112,2,16,8,14,7,156,36,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,09750ffa5242ec10992466ddb9f6d3b233a0b9922cd5a88b0c1037b97ca76949,contact_fires=0
144,fresh_recurrence_packing,8200001,5,reference,true,false,true,,true,false,46,2,12,6,2,1,59,19,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,8f43fc427be6f4db967b77d5e5cb448a7af51c83b3a156af402c9d900a56ae0f,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
144,fresh_recurrence_packing,8200001,5,production,true,false,true,,true,false,46,2,12,6,2,1,59,19,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,47ae85fba2a2f0d60d1db65a2b79e40cb5276d1ec9bd5cab0deb161eee38166b,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
145,learned_negative_stabilizes,8200001,6,reference,true,false,true,,true,false,46,2,12,6,2,1,59,20,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,759412080fc19fe7940d45ea1a0024929563a071218fbf2b148b71eb46adbbf6,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
145,learned_negative_stabilizes,8200001,6,production,true,false,true,,true,false,46,2,12,6,2,1,59,20,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,db57530ffb2ebc1453fdfae04c64f726c26bdfac37e8a83784da9ed4822d62df,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
146,no_modulation_no_selection,8200001,6,reference,true,false,true,,false,true,91,0,8,4,8,4,141,57,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,27f1d89d7549f4ed7346478ba58fabeea6b265ab50d55c28382d95d0245803e5,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
146,no_modulation_no_selection,8200001,6,production,true,false,true,,false,true,91,0,8,4,8,4,141,57,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,61a83d6685eef3d9f6e176aa300427a2727db4a06986ea142d048c615c02585d,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
147,candidate_identity_sign_order_permutation,8200001,6,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,20,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,ea2ce9f4068f9dfdbbee85bcf6c2df0a4cedda0a195be16970cdc075fe675133,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
147,candidate_identity_sign_order_permutation,8200001,6,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,20,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,6dca88b39a4076bfc3875bd8a9f071a82ff71a80b4bfafe90a40d995b8e3f0df,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
148,inhibitory_location_permutation,8200001,6,reference,true,false,true,,true,false,46,2,12,6,2,1,59,20,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,dd0bcf608e04e4598329a12e622d387dc7347e1ea61af2927ec5d7108417f32c,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
148,inhibitory_location_permutation,8200001,6,production,true,false,true,,true,false,46,2,12,6,2,1,59,20,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,60f28c91564c88b789c6adcaddd98356742f1f150af684e95ced6cbd81006c8a,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
149,irrelevant_negative_not_retained,8200001,6,reference,true,false,true,,true,false,72,2,20,10,6,3,89,20,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,b20878a16da5d64b6a84a39ff5ddac73b901f36793c506b473ca02a13509a9d6,useful_live=true;others_gone=true;fires=1/1
149,irrelevant_negative_not_retained,8200001,6,production,true,false,true,,true,false,72,2,20,10,6,3,89,20,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,ee3c4b94be9574172afecf4d0e7603e23fe20c651cda79b7744fa464c027b395,useful_live=true;others_gone=true;fires=1/1
150,useful_positive_selection_control,8200001,6,reference,true,false,true,,true,false,21,2,4,2,2,1,27,18,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,0fc3568bc7ea9b59d96fb9ba5d0912d00f664451c0958107c316d85a2219879b,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
