case_id,sections,profile,topology,phase,excitation_q32,excitation,inhibition_q32,inhibition,threshold,delay_ab,delay_ba,class,excite_a_fires,excite_b_fires,inhibitor_a_fires,inhibitor_b_fires,positive_incidences,relay_incidences,negative_incidences,first_firings,continuation_firings,period_firings,period_ticks,scheduled_deliveries,continuation_deliveries,physical_work,final_tick,pending,naturally_quiescent,first_ceiling,continuation_ceiling,initial_couplings,final_couplings,initial_resistances,final_resistances,trace_hash,continuation_trace_hash,body_hash,replay_exact,mechanics_exact,integrity_pass
71,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,12884901888,3,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,215e95ae85034466c572eb8ee259016b7409d790bef0df516dc893eef16509bb,616741b4341c44315093aaaeb9d07b5bb788e596477b0b13ed03696bfa73e436,2c291d95dd7b1831013fd095c0097de3053991efbc0e8365015d4267583342c6,true,true,true
71,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,12884901888,3,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,215e95ae85034466c572eb8ee259016b7409d790bef0df516dc893eef16509bb,616741b4341c44315093aaaeb9d07b5bb788e596477b0b13ed03696bfa73e436,2c291d95dd7b1831013fd095c0097de3053991efbc0e8365015d4267583342c6,true,true,true
72,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,12884901888,3,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,8414699d929ecdf0b597805b94626c0f94b27882f5457ea15390e7a34849359a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4b7d75a613d01008d5455e190dc1f3792d90134014294d7548c14b01ca0af7c2,true,true,true
72,threshold_section,core_b,cycle,core0_phase,12884901888,3,12884901888,3,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,12884901888|12884901888|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,8414699d929ecdf0b597805b94626c0f94b27882f5457ea15390e7a34849359a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4b7d75a613d01008d5455e190dc1f3792d90134014294d7548c14b01ca0af7c2,true,true,true
73,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,17179869184,4,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,e6f5b1682702c46ca8fcf0079588f623471f5016791eceb5c3e6f5910773a747,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d6c2837302b1208e2b812dea767c56d0843698006c8aec0fc4910f8be63a447c,true,true,true
73,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,17179869184,4,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,e6f5b1682702c46ca8fcf0079588f623471f5016791eceb5c3e6f5910773a747,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d6c2837302b1208e2b812dea767c56d0843698006c8aec0fc4910f8be63a447c,true,true,true
74,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,17179869184,4,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,0f2176eb0cd80dae41adc05e075025d8b47a10b8f05f282b0ee852ed57ea160d,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,80d464836d0c34ab0c05b8c70f677d154d2a669e0005d601d5fc245988edcfc6,true,true,true
74,threshold_section,core_b,cycle,core0_phase,12884901888,3,17179869184,4,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,12884901888|12884901888|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,0f2176eb0cd80dae41adc05e075025d8b47a10b8f05f282b0ee852ed57ea160d,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,80d464836d0c34ab0c05b8c70f677d154d2a669e0005d601d5fc245988edcfc6,true,true,true
75,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,34359738368,8,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,963bead701469c402b36fa2410a20f8318699c4475e78b344955066740cc38c4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ef0bed2e9819d07ae34c14b9ec20bb0363c79bdd054bed83d700a0c164168810,true,true,true
75,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,34359738368,8,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,963bead701469c402b36fa2410a20f8318699c4475e78b344955066740cc38c4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ef0bed2e9819d07ae34c14b9ec20bb0363c79bdd054bed83d700a0c164168810,true,true,true
76,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,34359738368,8,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,46f7de2051663bd0ec51c48c223b02397fc96b6fe6bf4390ca3951f4017ef816,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,25b51eeaeb229f7dbb3dcc57555f4889cd805a7af0da7f26ac7a98251035d2c2,true,true,true
76,threshold_section,core_b,cycle,core0_phase,12884901888,3,34359738368,8,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,12884901888|12884901888|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,46f7de2051663bd0ec51c48c223b02397fc96b6fe6bf4390ca3951f4017ef816,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,25b51eeaeb229f7dbb3dcc57555f4889cd805a7af0da7f26ac7a98251035d2c2,true,true,true
77,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,68719476736,16,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,c95e2c4750297087268597fffcb649ecbcf414735e59a1634867060e8fcc3436,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0aa434eb9fb226c13c0fc7b363acd49edaf524fd424db3fb57415a7fd7a180a7,true,true,true
77,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,68719476736,16,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,c95e2c4750297087268597fffcb649ecbcf414735e59a1634867060e8fcc3436,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0aa434eb9fb226c13c0fc7b363acd49edaf524fd424db3fb57415a7fd7a180a7,true,true,true
78,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,68719476736,16,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,aa62c6f5dbad93022aee30b0c4392d4148d0f45901e9fbfcd883e5be92503895,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,fa1cf6b2d6688bcc56eac4af6e4d922903c12569edd8100f6a2417c46794fbdd,true,true,true
78,threshold_section,core_b,cycle,core0_phase,12884901888,3,68719476736,16,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,12884901888|12884901888|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,aa62c6f5dbad93022aee30b0c4392d4148d0f45901e9fbfcd883e5be92503895,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,fa1cf6b2d6688bcc56eac4af6e4d922903c12569edd8100f6a2417c46794fbdd,true,true,true
79,threshold_section,rs1_style,cycle,rs1_phase,4294967296,1,0,0,1,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|0|4294967296|0,4294967296|4294967296|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,43a751096a5036a3a34c902ba82ce70376d5f8e08d95300ffd7ac97eed5a2652,d8c0bb95fbf200d488f7b311ff16c1a1cc53d25cd596ecfd6a9cee6bc48c230c,f46b4ecaac1962e1572763406b22c7e64c05f1b5c4df64a05f267c53977cb1c9,true,true,true
79,threshold_section,core_b,cycle,rs1_phase,4294967296,1,0,0,1,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|0|4294967296|0,4294967296|4294967296|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,43a751096a5036a3a34c902ba82ce70376d5f8e08d95300ffd7ac97eed5a2652,d8c0bb95fbf200d488f7b311ff16c1a1cc53d25cd596ecfd6a9cee6bc48c230c,f46b4ecaac1962e1572763406b22c7e64c05f1b5c4df64a05f267c53977cb1c9,true,true,true
80,efficacy_plane,rs1_style,cycle,rs1_phase,4294967296,1,0,0,2,1,1,quiescent,1,0,1,0,2,1,0,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|0|4294967296|0,4294967296|4294967296|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,2c36a07105cd7060a4bb31fac9c59169f3defc43301888595a6ee1b8d6d02aee,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2221a158d55e74de02b3db7357f81f778088e2692580a8a4caf07f7717858fff,true,true,true
80,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,0,0,2,1,1,quiescent,1,0,1,0,2,1,0,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|0|4294967296|0,4294967296|4294967296|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,2c36a07105cd7060a4bb31fac9c59169f3defc43301888595a6ee1b8d6d02aee,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2221a158d55e74de02b3db7357f81f778088e2692580a8a4caf07f7717858fff,true,true,true
81,threshold_section,rs1_style,cycle,rs1_phase,4294967296,1,4294967296,1,1,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,56d1a0a2b305f2d002da39043fddfcd323c22f2d3fae2eefaa97ec692a66b0a7,e45737135cb5ebfd1417a1f327c3025055f8091d84b8a136c4e019229a86d502,f14602a0d46b89588ecd6f043f0c984d1532d1055f05f34be962cfcdec50b9b5,true,true,true
81,threshold_section,core_b,cycle,rs1_phase,4294967296,1,4294967296,1,1,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,56d1a0a2b305f2d002da39043fddfcd323c22f2d3fae2eefaa97ec692a66b0a7,e45737135cb5ebfd1417a1f327c3025055f8091d84b8a136c4e019229a86d502,f14602a0d46b89588ecd6f043f0c984d1532d1055f05f34be962cfcdec50b9b5,true,true,true
82,efficacy_plane,rs1_style,cycle,rs1_phase,4294967296,1,4294967296,1,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,b0b9142c439b1eda0d738a42c814d0842c77713034f581f91edc855699c1f686,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f077d7ab17ae0aeac7284428d0f083b2303631439d42539a924895a5302a1082,true,true,true
82,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,4294967296,1,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296|4294967296|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,b0b9142c439b1eda0d738a42c814d0842c77713034f581f91edc855699c1f686,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f077d7ab17ae0aeac7284428d0f083b2303631439d42539a924895a5302a1082,true,true,true
83,threshold_section,core_b,cycle,rs1_phase,4294967296,1,6442450944,1.5,1,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|-6442450944|4294967296|-6442450944,4294967296|4294967296|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,bd33b7bfbda4d0a1bfb5f537a4f472308be758e8ffa8dc258d72c7598a01e21f,bf57d69ad1211d22247dab7baeb86769d97c08c70b549137a727045149174895,b817efc36bedb8a7a531817d2e8bcb70ebf9d58bdff232677be36c53af73ebef,true,true,true
84,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,6442450944,1.5,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-6442450944|4294967296|-6442450944,4294967296|4294967296|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,1bbc4077b5328601d20f72f7998442d33265fddf786bab8f915b96b271eaec41,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d4d92ea0d50128dfd326c510bb6eb62cbac756ffcad86b6a405e4b8f8dfeb27f,true,true,true
85,threshold_section,rs1_style,cycle,rs1_phase,4294967296,1,8589934592,2,1,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,8b845169c350d2a72dc0b6dc9fce51484d482f07d24639074c74811daf7ae3d0,bfbe08b33fdbc60130c904fa960ef3483197f0ce83ececd92a2e4f88dfa93952,8eca55e53637bc2f0df8fe549f3a5cf29008b8a7c809bd70672c52a8f493feeb,true,true,true
85,threshold_section,core_b,cycle,rs1_phase,4294967296,1,8589934592,2,1,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,8b845169c350d2a72dc0b6dc9fce51484d482f07d24639074c74811daf7ae3d0,bfbe08b33fdbc60130c904fa960ef3483197f0ce83ececd92a2e4f88dfa93952,8eca55e53637bc2f0df8fe549f3a5cf29008b8a7c809bd70672c52a8f493feeb,true,true,true
86,efficacy_plane,rs1_style,cycle,rs1_phase,4294967296,1,8589934592,2,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,1cd91e8e32b9730a10bf9143d635185366e87bab719ca589722ec307b487f0d7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3a642cc1614c75419d22ed1a7f53bb9092ae92dd0c3b1c39b12d7fcb4f68f890,true,true,true
86,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,8589934592,2,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296|4294967296|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,1cd91e8e32b9730a10bf9143d635185366e87bab719ca589722ec307b487f0d7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3a642cc1614c75419d22ed1a7f53bb9092ae92dd0c3b1c39b12d7fcb4f68f890,true,true,true
87,threshold_section,core_b,cycle,rs1_phase,4294967296,1,10737418240,2.5,1,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,4294967296|4294967296|4294967296|-10737418240|4294967296|-10737418240,4294967296|4294967296|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,b024f64ba8a9631223269f0dcae0689e01d724d67311e771390d271c06182ba5,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a5460559f2416645d4556816e7befabb16dd81da02ed5e91abad408e88e3614d,true,true,true
88,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,10737418240,2.5,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-10737418240|4294967296|-10737418240,4294967296|4294967296|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,f35b4fb76c548f8b3378f98e35d60420699fdc7c6e2f2eaa318fa1eaabdb69b6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,922ed00fbb376a8eef4c65603c4700d8bf338510622876b6c132af20385cb2b0,true,true,true
89,threshold_section,rs1_style,cycle,rs1_phase,4294967296,1,12884901888,3,1,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,8b0ef77f3cb6e71f6442bd5ae0e2a80c7ff24b1d3453d2b49f7fa7c2708bf286,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8c7e231224c98be799ffddab83453ee10e5541d68a8cc826299a016120366fd,true,true,true
89,threshold_section,core_b,cycle,rs1_phase,4294967296,1,12884901888,3,1,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,8b0ef77f3cb6e71f6442bd5ae0e2a80c7ff24b1d3453d2b49f7fa7c2708bf286,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,a8c7e231224c98be799ffddab83453ee10e5541d68a8cc826299a016120366fd,true,true,true
90,efficacy_plane,rs1_style,cycle,rs1_phase,4294967296,1,12884901888,3,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,b1041a99ac0bd229460fbd832f1386fece5f78228ec37ac49cb8422bafa84525,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d0fe554ba75fc2d1d1c9ce3915a34256cd3bc9b4f982d4ba68b528706b09c92f,true,true,true
90,efficacy_plane,core_b,cycle,rs1_phase,4294967296,1,12884901888,3,2,1,1,quiescent,1,0,1,0,1,1,1,1,0,0,0,4,0,4,1,0,true,false,false,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296|4294967296|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,b1041a99ac0bd229460fbd832f1386fece5f78228ec37ac49cb8422bafa84525,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d0fe554ba75fc2d1d1c9ce3915a34256cd3bc9b4f982d4ba68b528706b09c92f,true,true,true
91,threshold_section,rs1_style,cycle,rs1_phase,4294967296,1,17179869184,4,1,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,4294967296|4294967296|4294967296|-17179869184|4294967296|-17179869184,4294967296|4294967296|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,7f598951d38895c523c78037e3e6c1bd00a5e497bbaf5142fc8385cff37eaa95,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,66f0e6daf76412e96ccd0a9ed8ee9bb4bdd001f7db4bbd53b1b9a89461f19040,true,true,true
